iter	Logloss
1503	0.08789214269
1504	0.0878904278
1505	0.08787829577
1506	0.08787680151
1507	0.08786101685
1508	0.08784636873
1509	0.08783712514
1510	0.08783231323
1511	0.08782160927
1512	0.08780922157
1513	0.08779651271
1514	0.08779491055
1515	0.08778464643
1516	0.08777795328
1517	0.08777349091
1518	0.08776215886
1519	0.08775544146
1520	0.08775403331
1521	0.0877476764
1522	0.08773971412
1523	0.08773422512
1524	0.08771989405
1525	0.08769940411
1526	0.08769184994
1527	0.08768040882
1528	0.08767598787
1529	0.08767233949
1530	0.08765896032
1531	0.08764243089
1532	0.08762281845
1533	0.08760519381
1534	0.08759418378
1535	0.08758851531
1536	0.08758421777
1537	0.08757860682
1538	0.087572285
1539	0.08756512869
1540	0.08755691699
1541	0.08754561541
1542	0.08753992919
1543	0.08753168269
1544	0.08752022369
1545	0.08751421193
1546	0.0874996323
1547	0.08748395095
1548	0.08748259771
1549	0.08747113569
1550	0.08745773324
1551	0.08744551217
1552	0.08743552879
1553	0.08743454457
1554	0.08741544615
1555	0.08739813957
1556	0.08738721652
1557	0.08738564569
1558	0.08738208736
1559	0.08737319164
1560	0.08735958524
1561	0.08735154161
1562	0.08734135828
1563	0.08733363616
1564	0.08731800167
1565	0.08730637052
1566	0.08729565733
1567	0.08728952788
1568	0.08728752586
1569	0.08728053175
1570	0.08725682007
1571	0.08724923886
1572	0.08722735968
1573	0.08722668585
1574	0.0872239836
1575	0.08720733075
1576	0.08718888994
1577	0.08717471042
1578	0.08716238552
1579	0.08714450184
1580	0.08713753881
1581	0.08713381787
1582	0.08711840453
1583	0.0871082971
1584	0.08709695782
1585	0.08709504835
1586	0.08707838264
1587	0.08706969493
1588	0.08706838073
1589	0.08705786486
1590	0.08705512888
1591	0.08703630212
1592	0.08702692804
1593	0.087023614
1594	0.08701401289
1595	0.08700553935
1596	0.08699409408
1597	0.08699091725
1598	0.08697926308
1599	0.08696774266
1600	0.08695634152
1601	0.0869469809
1602	0.08694444618
1603	0.08693223232
1604	0.08691723496
1605	0.08691574087
1606	0.08689810141
1607	0.0868968392
1608	0.08688809949
1609	0.08688508894
1610	0.08688090278
1611	0.08686549678
1612	0.08685520294
1613	0.08685387373
1614	0.08684294347
1615	0.08684033517
1616	0.08683399243
1617	0.08682938167
1618	0.08682111274
1619	0.08680662959
1620	0.08678231626
1621	0.08675562489
1622	0.08674240573
1623	0.0867356705
1624	0.08672879562
1625	0.08672353523
1626	0.08671180746
1627	0.08669728422
1628	0.08668888805
1629	0.08668703111
1630	0.08667800634
1631	0.08666737553
1632	0.08665978493
1633	0.08664921647
1634	0.08663344862
1635	0.08663152909
1636	0.08661805168
1637	0.08661181078
1638	0.08660372627
1639	0.08660241722
1640	0.08660129699
1641	0.08659602477
1642	0.08658506044
1643	0.08657967554
1644	0.08657679522
1645	0.08657163759
1646	0.0865648815
1647	0.08654806107
1648	0.08653355625
1649	0.08652263638
1650	0.08651495316
1651	0.08649972199
1652	0.08648758238
1653	0.08648572726
1654	0.08647731351
1655	0.08646888058
1656	0.08645941489
1657	0.08645014205
1658	0.08643989783
1659	0.08643293421
1660	0.08642744502
1661	0.08641041667
1662	0.08640887557
1663	0.08639430496
1664	0.08638949716
1665	0.0863759506
1666	0.08637274592
1667	0.08635468167
1668	0.08634813908
1669	0.08634287038
1670	0.08633724275
1671	0.08633136975
1672	0.08632957991
1673	0.08632853767
1674	0.08631306004
1675	0.08629496698
1676	0.08629386316
1677	0.08627863618
1678	0.08627184436
1679	0.08626078452
1680	0.08624284649
1681	0.086232679
1682	0.08621422517
1683	0.08621060244
1684	0.08620738549
1685	0.08619753334
1686	0.08618516501
1687	0.08617913837
1688	0.0861754825
1689	0.08616499086
1690	0.08616385987
1691	0.08615805658
1692	0.08615037454
1693	0.08614927748
1694	0.08613993787
1695	0.08613004243
1696	0.08612535535
1697	0.08612254986
1698	0.08611211301
1699	0.08610300111
1700	0.08609650023
1701	0.08608685987
1702	0.08608000922
1703	0.08607340325
1704	0.08606150542
1705	0.08605226297
1706	0.08604903834
1707	0.0860386847
1708	0.08603223575
1709	0.08602180012
1710	0.08600463753
1711	0.08599028966
1712	0.08597820703
1713	0.08597721993
1714	0.08597087332
1715	0.08596045471
1716	0.08594085921
1717	0.08592742869
1718	0.08592140421
1719	0.08590811311
1720	0.08590438122
1721	0.0858955327
1722	0.08588994915
1723	0.08587830593
1724	0.08585729471
1725	0.08585364726
1726	0.08584920131
1727	0.08583317008
1728	0.08582201336
1729	0.08581896376
1730	0.08581792895
1731	0.08581033729
1732	0.08580537847
1733	0.08579235075
1734	0.08577907387
1735	0.0857716813
1736	0.08575843122
1737	0.08574381924
1738	0.08573146077
1739	0.08572550849
1740	0.08571637907
1741	0.08570789766
1742	0.08569924566
1743	0.08568884567
1744	0.08567885796
1745	0.08566853562
1746	0.08565429964
1747	0.08563954529
1748	0.08562733643
1749	0.08561753047
1750	0.0856062602
1751	0.08559583016
1752	0.08558899942
1753	0.08558367137
1754	0.08557130643
1755	0.08556125898
1756	0.08555311774
1757	0.08553851364
1758	0.0855280697
1759	0.08551848919
1760	0.08550900835
1761	0.08549158349
1762	0.08547490882
1763	0.08546683132
1764	0.08545268056
1765	0.085444865
1766	0.0854372732
1767	0.08542950417
1768	0.08541738041
1769	0.08540873832
1770	0.08540349191
1771	0.0853842035
1772	0.08537763075
1773	0.08536667679
1774	0.08536111397
1775	0.08534268643
1776	0.08532999037
1777	0.08531597832
1778	0.08530784161
1779	0.08529439569
1780	0.08528215152
1781	0.08526982785
1782	0.08526189677
1783	0.08525000945
1784	0.08524615552
1785	0.08524464616
1786	0.08523687951
1787	0.08522353999
1788	0.08521856033
1789	0.08520994867
1790	0.08519667618
1791	0.08518605949
1792	0.08517065714
1793	0.08515793016
1794	0.08513930386
1795	0.08513255909
1796	0.08512267452
1797	0.08511494601
1798	0.08510507441
1799	0.08509852647
1800	0.08508659596
1801	0.08507961112
1802	0.08507900882
1803	0.085077173
1804	0.08506906508
1805	0.08506228797
1806	0.08506134074
1807	0.08504574783
1808	0.08503647462
1809	0.08502858398
1810	0.08502200679
1811	0.08501760143
1812	0.08501034552
1813	0.08500393219
1814	0.08500340723
1815	0.08499642879
1816	0.08497944616
1817	0.08496993622
1818	0.08496301156
1819	0.08495558519
1820	0.0849471416
1821	0.08494016334
1822	0.08493026005
1823	0.08492111618
1824	0.0849096424
1825	0.08490773552
1826	0.08490024155
1827	0.08489515447
1828	0.08488312486
1829	0.08487043808
1830	0.08486550307
1831	0.08486315344
1832	0.08486050866
1833	0.08484479084
1834	0.08484172593
1835	0.08483161299
1836	0.08482699994
1837	0.08482410839
1838	0.08480604305
1839	0.08479497322
1840	0.08479336825
1841	0.08478251822
1842	0.08477821859
1843	0.08476802816
1844	0.08476198558
1845	0.08474940126
1846	0.08474719624
1847	0.08473336142
1848	0.08471374713
1849	0.08469515823
1850	0.08468495628
1851	0.0846676239
1852	0.08465720841
1853	0.08464507362
1854	0.08462684921
1855	0.08462527863
1856	0.08461784958
1857	0.08460360194
1858	0.08459487088
1859	0.08457825823
1860	0.08457087552
1861	0.08456091324
1862	0.08454539316
1863	0.08453850232
1864	0.08452712168
1865	0.08451622354
1866	0.08450786074
1867	0.08450636152
1868	0.08449982353
1869	0.08449894493
1870	0.08449274205
1871	0.08448465007
1872	0.08447745899
1873	0.08446772517
1874	0.08445900882
1875	0.08445758962
1876	0.08444536683
1877	0.08442861738
1878	0.08442122861
1879	0.08440755166
1880	0.0843975807
1881	0.08439026876
1882	0.08438627534
1883	0.08437010062
1884	0.084364009
1885	0.08435164858
1886	0.08434554156
1887	0.08432835669
1888	0.08430725652
1889	0.08429192439
1890	0.08427280932
1891	0.08425724322
1892	0.08423990515
1893	0.08421936395
1894	0.08420683019
1895	0.0841946093
1896	0.08417799235
1897	0.0841723419
1898	0.08415887791
1899	0.08414742939
1900	0.08412968223
1901	0.08411625354
1902	0.08410736622
1903	0.08409661185
1904	0.08408938152
1905	0.08407922465
1906	0.08406056905
1907	0.08404390425
1908	0.08402700708
1909	0.08401705225
1910	0.08400418256
1911	0.08398912408
1912	0.08398707716
1913	0.08397466577
1914	0.08395905562
1915	0.08395646868
1916	0.08394585992
1917	0.08392920725
1918	0.08391983389
1919	0.0839058192
1920	0.08389962139
1921	0.08388793078
1922	0.08387205325
1923	0.08385689039
1924	0.0838419955
1925	0.08383296659
1926	0.08382194193
1927	0.08381612846
1928	0.08381070155
1929	0.08380006529
1930	0.08379177937
1931	0.08377968014
1932	0.08376911865
1933	0.08376116851
1934	0.08374668874
1935	0.08373653325
1936	0.08373076071
1937	0.08372335299
1938	0.08370891476
1939	0.08369133459
1940	0.08367970287
1941	0.08367222579
1942	0.08366384892
1943	0.08365719918
1944	0.08364971943
1945	0.08364077563
1946	0.0836309733
1947	0.08361585021
1948	0.08361042302
1949	0.08359839913
1950	0.08359350562
1951	0.08358457626
1952	0.08357828233
1953	0.08356462799
1954	0.08355735506
1955	0.08354860596
1956	0.08353506485
1957	0.0835218566
1958	0.08350819132
1959	0.08349265196
1960	0.08348222161
1961	0.08346931173
1962	0.08345969841
1963	0.08344865848
1964	0.08343277942
1965	0.08342817415
1966	0.08342084333
1967	0.08340593516
1968	0.08339367748
1969	0.08338022297
1970	0.08337937788
1971	0.08336901794
1972	0.08336718716
1973	0.08335784952
1974	0.08334847375
1975	0.08334101053
1976	0.08332948214
1977	0.08331857422
1978	0.08331781153
1979	0.08331009872
1980	0.08329690429
1981	0.08328771626
1982	0.08327450568
1983	0.08326541942
1984	0.08325057415
1985	0.08324117875
1986	0.08324044572
1987	0.08323273279
1988	0.08321728378
1989	0.08320091157
1990	0.08319170212
1991	0.08318033389
1992	0.08317375814
1993	0.08316648909
1994	0.08314530972
1995	0.0831365302
1996	0.08313212523
1997	0.08312783426
1998	0.08312078442
1999	0.0831043107
